"Epoch","Training Accuracy","Training Recall","Training F1","Testing Accuracy","Testing Recall","Testing F1"
"0","0.822614153884","0.826545902876","0.819309394869","0.836739213674","0.82146867038","0.819155910249"
"1","0.860181538913","0.85987223471","0.856583723345","0.871517821604","0.868970505679","0.86529534353"
"2","0.871010386615","0.872354620305","0.870596746962","0.877914061311","0.872608714428","0.871560346199"
"3","0.877959435302","0.874834116777","0.872122861842","0.877180768417","0.867307941443","0.865027045436"
"4","0.885073086104","0.885353668263","0.884560060655","0.880367746146","0.870600682299","0.872425436295"
"5","0.887240325878","0.886374921434","0.885458299924","0.878394105846","0.871421168545","0.869274656817"
"6","0.890649445009","0.890510232249","0.88904386118","0.878147198869","0.873817852053","0.870802591287"
"7","0.889920131414","0.889552153524","0.886669605291","0.868698926283","0.866908494192","0.862132822726"
"8","0.892344646155","0.891833274183","0.888706129311","0.86438671863","0.862676512502","0.857702630826"
"9","0.896553048914","0.895732787377","0.893735706714","0.8733911452","0.875102560781","0.870129728443"
