"Epoch","Training Accuracy","Training Recall","Training F1","Testing Accuracy","Testing Recall","Testing F1"
"0","0.782145424278","0.783429141206","0.77141592286","0.781247394001","0.776708986484","0.764726997397"
"1","0.816843072412","0.822663692237","0.815543684284","0.831661372094","0.828745087878","0.823850528755"
"2","0.834091484778","0.830700930556","0.826957242169","0.845366559875","0.834348145269","0.830732710176"
"3","0.845501591396","0.846362157782","0.843963439302","0.852390082025","0.843686574254","0.841845403379"
"4","0.84726412278","0.844770725041","0.839760879788","0.8561469742","0.836259014553","0.834197723906"
"5","0.85427357039","0.856303481999","0.852666438239","0.855308420743","0.853500021592","0.849397776529"
"6","0.855813083579","0.855267340581","0.85296699466","0.854819330346","0.852280088094","0.849093052497"
"7","0.859424863739","0.86074983643","0.85614080094","0.85185323103","0.851718702768","0.845201959698"
"8","0.859737388824","0.860524500821","0.85700811029","0.853881658518","0.853176145442","0.848802964488"
"9","0.857791104148","0.85585120124","0.852747333557","0.853981031506","0.841225115516","0.841063917967"
"10","0.866132678367","0.863122700873","0.858341575112","0.857691220908","0.852042578918","0.845828138468"
