"Epoch","Training Accuracy","Training Recall","Training F1","Testing Accuracy","Testing Recall","Testing F1"
"0","0.853561784945","0.854213896608","0.851540638413","0.866919884115","0.858951936779","0.858577945757"
"1","0.88042469742","0.88065863989","0.879243464805","0.878638571264","0.870071684588","0.870633643295"
"2","0.893798760079","0.89248835699","0.891601570039","0.881770852582","0.871939370385","0.873002000802"
"3","0.903567453009","0.902871499955","0.902006974932","0.883898817617","0.871691065337","0.873316209623"
"4","0.912821363632","0.912452689582","0.911879134876","0.882202178439","0.874843459861","0.874693203466"
"5","0.917680710084","0.917565393601","0.917059287825","0.882833946876","0.865278317571","0.870406698925"
"6","0.923893092206","0.92303340359","0.92246544021","0.882371692157","0.875858271797","0.875021278809"
"7","0.929959314033","0.92975524529","0.928812547696","0.877724579832","0.865429459775","0.86698029765"
"8","0.933746371081","0.934076055597","0.932796640713","0.877971024724","0.864079975817","0.865943377643"
"9","0.935852260861","0.934620884909","0.933283129966","0.872673000118","0.862309452865","0.861902117735"
"10","0.940542539794","0.940072397112","0.938150585071","0.860740526763","0.846817377035","0.84694484068"
"11","0.946419840506","0.946426056522","0.944498564933","0.86883958078","0.860279828993","0.859618469851"
