"Epoch","Training Accuracy","Training Recall","Training F1","Testing Accuracy","Testing Recall","Testing F1"
"0","0.838931828235","0.83618382879","0.832302815973","0.855106917814","0.849883404586","0.846920552632"
"1","0.866342229369","0.86341845386","0.861273135117","0.878049888234","0.852647147731","0.860387033124"
"2","0.878189028212","0.87563405819","0.872977503595","0.879370301445","0.864522606555","0.865527245171"
"3","0.887283666891","0.887468603909","0.886214309996","0.88563160192","0.870201235048","0.874103369172"
"4","0.891694335057","0.889661602249","0.888743628605","0.882660072126","0.871097292395","0.871705573993"
"5","0.898767881748","0.898039660677","0.89706513711","0.885319441074","0.882206244332","0.879556997511"
"6","0.899890372941","0.898698364949","0.897493381188","0.884522276225","0.882918771862","0.878583904863"
"7","0.900592132634","0.899608559856","0.897772754753","0.8788856834","0.871971758","0.868097044718"
"8","0.903975726426","0.902940307792","0.900810599153","0.874621810923","0.876495228225","0.870392677189"
"9","0.908731541488","0.908509718805","0.906362523762","0.876690195994","0.877661182364","0.872562934821"
"10","0.911929076743","0.910828663655","0.908584309971","0.873086557138","0.872846223604","0.86787235917"
